iteration,avg_mee,std_mee,params
39,21.2758,0.6008,"{'learning_rate': 0.0012011394261324435, 'l2_lambda': 0.0016985388929881171, 'batch_size': 64, 'hidden_layers': [512, 256, 64], 'hidden_activation': 'elu', 'weight_init': 'he', 'optimizer': 'adam', 'momentum': 0.9837586378819245}"
82,21.6690,0.3266,"{'learning_rate': 0.045435774039493504, 'l2_lambda': 2.696257366368721e-07, 'batch_size': 32, 'hidden_layers': [512, 128], 'hidden_activation': 'leaky_relu', 'weight_init': 'he', 'optimizer': 'adam', 'momentum': 0.9100089341602055}"
40,21.8952,0.4816,"{'learning_rate': 0.0001175827916482033, 'l2_lambda': 0.0002484245348165774, 'batch_size': 128, 'hidden_layers': [256, 128], 'hidden_activation': 'leaky_relu', 'weight_init': 'he', 'optimizer': 'adam', 'momentum': 0.9447690223170827}"
83,20.6575,0.5513,"{'learning_rate': 0.00618527484740368, 'l2_lambda': 3.411861846892873e-05, 'batch_size': 128, 'hidden_layers': [512, 256, 64], 'hidden_activation': 'leaky_relu', 'weight_init': 'he', 'optimizer': 'sgd', 'momentum': 0.8716488188119483}"
41,21.5021,0.7166,"{'learning_rate': 0.0021070880314753714, 'l2_lambda': 8.534191550055516e-06, 'batch_size': 128, 'hidden_layers': [256, 128, 32], 'hidden_activation': 'elu', 'weight_init': 'he', 'optimizer': 'adam', 'momentum': 0.8524807585936837}"
84,21.1985,0.6456,"{'learning_rate': 0.0001935067422439355, 'l2_lambda': 0.00014398326557136582, 'batch_size': 256, 'hidden_layers': [512, 256, 128, 64], 'hidden_activation': 'relu', 'weight_init': 'he', 'optimizer': 'adam', 'momentum': 0.9734280544733196}"
42,29.7738,1.3933,"{'learning_rate': 0.0405025810131469, 'l2_lambda': 0.000465000051045248, 'batch_size': 16, 'hidden_layers': [256, 128, 64], 'hidden_activation': 'tanh', 'weight_init': 'xavier', 'optimizer': 'sgd', 'momentum': 0.9866765463017666}"
85,21.2023,1.1942,"{'learning_rate': 0.024903590397848556, 'l2_lambda': 2.9183238464466582e-05, 'batch_size': 64, 'hidden_layers': [256, 64, 32], 'hidden_activation': 'elu', 'weight_init': 'he', 'optimizer': 'adam', 'momentum': 0.9103447230517236}"
43,20.9155,0.6123,"{'learning_rate': 0.0030492919234958523, 'l2_lambda': 7.067111578096167e-06, 'batch_size': 64, 'hidden_layers': [128, 64], 'hidden_activation': 'tanh', 'weight_init': 'xavier', 'optimizer': 'sgd', 'momentum': 0.95400189832395}"
44,23.2327,0.4071,"{'learning_rate': 0.00015420897311494287, 'l2_lambda': 4.99328748440475e-06, 'batch_size': 128, 'hidden_layers': [128, 32], 'hidden_activation': 'elu', 'weight_init': 'he', 'optimizer': 'sgd', 'momentum': 0.8972748954059437}"
45,20.3383,0.7012,"{'learning_rate': 0.000823570594319192, 'l2_lambda': 0.006379510629276606, 'batch_size': 128, 'hidden_layers': [256, 128, 64, 32], 'hidden_activation': 'elu', 'weight_init': 'he', 'optimizer': 'sgd', 'momentum': 0.9830368784720558}"
86,23.7106,2.0156,"{'learning_rate': 0.00010010132373066021, 'l2_lambda': 4.2833438466969245e-06, 'batch_size': 64, 'hidden_layers': [512, 256], 'hidden_activation': 'tanh', 'weight_init': 'xavier', 'optimizer': 'adam', 'momentum': 0.9847513604687218}"
87,23.6249,0.4741,"{'learning_rate': 0.06658040263537729, 'l2_lambda': 3.6493612958546954e-05, 'batch_size': 64, 'hidden_layers': [128, 128, 64, 32], 'hidden_activation': 'leaky_relu', 'weight_init': 'he', 'optimizer': 'adam', 'momentum': 0.978419090059047}"
46,18.2592,0.9684,"{'learning_rate': 0.04014378505367284, 'l2_lambda': 0.0065730518799770815, 'batch_size': 256, 'hidden_layers': [512, 256, 64], 'hidden_activation': 'elu', 'weight_init': 'he', 'optimizer': 'sgd', 'momentum': 0.8904359869370491}"
47,22.8895,0.7379,"{'learning_rate': 0.00014165824755781487, 'l2_lambda': 4.1158555265979185e-06, 'batch_size': 256, 'hidden_layers': [256, 128], 'hidden_activation': 'elu', 'weight_init': 'he', 'optimizer': 'sgd', 'momentum': 0.9367064869686894}"
48,20.7044,0.7763,"{'learning_rate': 0.04893708398055563, 'l2_lambda': 0.00012710893370476646, 'batch_size': 128, 'hidden_layers': [128, 64], 'hidden_activation': 'leaky_relu', 'weight_init': 'he', 'optimizer': 'sgd', 'momentum': 0.856742539787331}"
49,21.1036,0.4785,"{'learning_rate': 0.0016723524636181682, 'l2_lambda': 3.593539151765645e-07, 'batch_size': 16, 'hidden_layers': [256, 64, 32], 'hidden_activation': 'leaky_relu', 'weight_init': 'he', 'optimizer': 'sgd', 'momentum': 0.8889641049552011}"
50,20.2520,0.9948,"{'learning_rate': 0.028577760451821855, 'l2_lambda': 5.205578191847696e-07, 'batch_size': 16, 'hidden_layers': [256, 128, 32], 'hidden_activation': 'leaky_relu', 'weight_init': 'he', 'optimizer': 'adam', 'momentum': 0.9758097378298368}"
51,23.6735,0.6475,"{'learning_rate': 0.0001389797392687254, 'l2_lambda': 2.6584571736230885e-06, 'batch_size': 256, 'hidden_layers': [64], 'hidden_activation': 'elu', 'weight_init': 'he', 'optimizer': 'adam', 'momentum': 0.989658162900801}"
88,20.9531,0.7741,"{'learning_rate': 0.00043983132083722903, 'l2_lambda': 2.0396403655511303e-07, 'batch_size': 16, 'hidden_layers': [512, 256, 128, 64], 'hidden_activation': 'tanh', 'weight_init': 'xavier', 'optimizer': 'sgd', 'momentum': 0.9423082092977564}"
52,20.6643,0.8712,"{'learning_rate': 0.007373394586444959, 'l2_lambda': 0.0006560194083359238, 'batch_size': 64, 'hidden_layers': [128, 64], 'hidden_activation': 'leaky_relu', 'weight_init': 'he', 'optimizer': 'adam', 'momentum': 0.8636387107459196}"
89,21.0215,0.7686,"{'learning_rate': 0.027110215139694246, 'l2_lambda': 0.006302714128871927, 'batch_size': 128, 'hidden_layers': [256, 128, 64, 32], 'hidden_activation': 'leaky_relu', 'weight_init': 'he', 'optimizer': 'sgd', 'momentum': 0.9189487648257442}"
53,21.5788,0.6449,"{'learning_rate': 0.00017908719619732063, 'l2_lambda': 1.2906089900092168e-06, 'batch_size': 64, 'hidden_layers': [256, 64, 32], 'hidden_activation': 'elu', 'weight_init': 'he', 'optimizer': 'adam', 'momentum': 0.8706674095200378}"
54,21.5907,0.6542,"{'learning_rate': 0.00015745941326501353, 'l2_lambda': 1.5772045807099015e-06, 'batch_size': 256, 'hidden_layers': [256, 256, 128, 64], 'hidden_activation': 'leaky_relu', 'weight_init': 'he', 'optimizer': 'adam', 'momentum': 0.895516106346184}"
55,21.4469,0.9713,"{'learning_rate': 0.024607676774732943, 'l2_lambda': 8.417013120811943e-06, 'batch_size': 64, 'hidden_layers': [64], 'hidden_activation': 'relu', 'weight_init': 'he', 'optimizer': 'sgd', 'momentum': 0.9526466583098941}"
56,21.4635,0.2838,"{'learning_rate': 0.0004602215883492332, 'l2_lambda': 2.0680753410862614e-07, 'batch_size': 32, 'hidden_layers': [256, 128, 64], 'hidden_activation': 'relu', 'weight_init': 'he', 'optimizer': 'sgd', 'momentum': 0.9391405312695633}"
57,21.8789,0.8977,"{'learning_rate': 0.00057652465081633, 'l2_lambda': 1.3679660815189586e-07, 'batch_size': 256, 'hidden_layers': [128, 128, 64, 32], 'hidden_activation': 'leaky_relu', 'weight_init': 'he', 'optimizer': 'sgd', 'momentum': 0.8643576039175487}"
90,21.7942,0.7619,"{'learning_rate': 0.00048552607910411395, 'l2_lambda': 0.0018830185301840381, 'batch_size': 32, 'hidden_layers': [512, 256], 'hidden_activation': 'elu', 'weight_init': 'he', 'optimizer': 'sgd', 'momentum': 0.9150398306382552}"
58,20.3111,1.5610,"{'learning_rate': 0.0027593343123532097, 'l2_lambda': 0.007804468694182384, 'batch_size': 256, 'hidden_layers': [256, 128, 64], 'hidden_activation': 'tanh', 'weight_init': 'xavier', 'optimizer': 'sgd', 'momentum': 0.9889921308731097}"
59,20.1270,0.6968,"{'learning_rate': 0.010986713464532944, 'l2_lambda': 1.0486679325146087e-06, 'batch_size': 32, 'hidden_layers': [256, 256, 128, 64], 'hidden_activation': 'relu', 'weight_init': 'he', 'optimizer': 'sgd', 'momentum': 0.9033912023052738}"
60,20.4536,0.5889,"{'learning_rate': 0.013959427171460988, 'l2_lambda': 4.9098689889826286e-05, 'batch_size': 256, 'hidden_layers': [256, 256, 128, 64], 'hidden_activation': 'leaky_relu', 'weight_init': 'he', 'optimizer': 'sgd', 'momentum': 0.937753451709425}"
91,23.0346,0.6057,"{'learning_rate': 0.00011123721925443627, 'l2_lambda': 1.858330879125666e-05, 'batch_size': 128, 'hidden_layers': [512, 256], 'hidden_activation': 'elu', 'weight_init': 'he', 'optimizer': 'sgd', 'momentum': 0.8713744644215841}"
92,20.8984,2.1303,"{'learning_rate': 0.015164927480986272, 'l2_lambda': 1.551021279352002e-06, 'batch_size': 16, 'hidden_layers': [128, 64, 32], 'hidden_activation': 'tanh', 'weight_init': 'xavier', 'optimizer': 'sgd', 'momentum': 0.9575505740180654}"
93,20.6657,0.8730,"{'learning_rate': 0.0032304333373691907, 'l2_lambda': 7.154747613854593e-07, 'batch_size': 128, 'hidden_layers': [256, 128, 32], 'hidden_activation': 'relu', 'weight_init': 'he', 'optimizer': 'sgd', 'momentum': 0.898201273643106}"
94,20.6781,0.8189,"{'learning_rate': 0.02707467710230331, 'l2_lambda': 3.1639605946544453e-06, 'batch_size': 32, 'hidden_layers': [256, 128, 32], 'hidden_activation': 'relu', 'weight_init': 'he', 'optimizer': 'sgd', 'momentum': 0.8664555579418778}"
95,21.7904,0.4551,"{'learning_rate': 0.0009976282357982195, 'l2_lambda': 6.539852893230796e-05, 'batch_size': 64, 'hidden_layers': [512, 256], 'hidden_activation': 'elu', 'weight_init': 'he', 'optimizer': 'adam', 'momentum': 0.9760494843936154}"
96,26.3960,0.2851,"{'learning_rate': 0.019651394796486095, 'l2_lambda': 0.005162264461750923, 'batch_size': 64, 'hidden_layers': [512, 256, 128, 64], 'hidden_activation': 'tanh', 'weight_init': 'xavier', 'optimizer': 'adam', 'momentum': 0.9302418001958969}"
97,20.8563,1.2619,"{'learning_rate': 0.061694637665597366, 'l2_lambda': 5.812152238753057e-07, 'batch_size': 64, 'hidden_layers': [512, 256, 128, 64], 'hidden_activation': 'leaky_relu', 'weight_init': 'he', 'optimizer': 'sgd', 'momentum': 0.9304913277579061}"
98,19.7754,0.5728,"{'learning_rate': 0.01367986449132779, 'l2_lambda': 9.941665361416683e-07, 'batch_size': 64, 'hidden_layers': [128, 128, 64, 32], 'hidden_activation': 'leaky_relu', 'weight_init': 'he', 'optimizer': 'adam', 'momentum': 0.9415899256468372}"
99,20.5448,0.7994,"{'learning_rate': 0.004919032596825522, 'l2_lambda': 0.004663528955791473, 'batch_size': 64, 'hidden_layers': [128, 128, 64, 32], 'hidden_activation': 'tanh', 'weight_init': 'xavier', 'optimizer': 'sgd', 'momentum': 0.8891371659094928}"
100,21.5365,0.7710,"{'learning_rate': 0.0001224630946931787, 'l2_lambda': 0.0006644260951082222, 'batch_size': 32, 'hidden_layers': [64], 'hidden_activation': 'tanh', 'weight_init': 'xavier', 'optimizer': 'sgd', 'momentum': 0.9663233051123468}"
61,20.6233,0.8456,"{'learning_rate': 0.0001538207314074768, 'l2_lambda': 0.00015820567334261885, 'batch_size': 16, 'hidden_layers': [512, 256], 'hidden_activation': 'tanh', 'weight_init': 'xavier', 'optimizer': 'adam', 'momentum': 0.8893775569032403}"
62,22.1787,0.6697,"{'learning_rate': 0.0019631878581770185, 'l2_lambda': 0.0006518011580854281, 'batch_size': 256, 'hidden_layers': [64], 'hidden_activation': 'relu', 'weight_init': 'he', 'optimizer': 'adam', 'momentum': 0.9354527692964597}"
63,35.6930,0.6221,"{'learning_rate': 0.04164916436803867, 'l2_lambda': 1.2740361743307828e-05, 'batch_size': 16, 'hidden_layers': [512, 256, 128], 'hidden_activation': 'elu', 'weight_init': 'he', 'optimizer': 'adam', 'momentum': 0.9233071827890478}"
64,21.5176,0.4524,"{'learning_rate': 0.000962628210966758, 'l2_lambda': 0.0015766730217921345, 'batch_size': 32, 'hidden_layers': [256, 64], 'hidden_activation': 'leaky_relu', 'weight_init': 'he', 'optimizer': 'adam', 'momentum': 0.9816968370993586}"
65,22.2655,0.8512,"{'learning_rate': 0.00011648772793850556, 'l2_lambda': 8.01392935129609e-05, 'batch_size': 128, 'hidden_layers': [128, 128, 64, 32], 'hidden_activation': 'elu', 'weight_init': 'he', 'optimizer': 'sgd', 'momentum': 0.9027026730237243}"
66,20.6373,0.9805,"{'learning_rate': 0.0047299821447451635, 'l2_lambda': 0.0021174323848728313, 'batch_size': 32, 'hidden_layers': [256], 'hidden_activation': 'relu', 'weight_init': 'he', 'optimizer': 'adam', 'momentum': 0.8729817756301308}"
67,22.0646,0.7116,"{'learning_rate': 0.06470579335506317, 'l2_lambda': 2.86634854986177e-06, 'batch_size': 16, 'hidden_layers': [256, 64, 32], 'hidden_activation': 'leaky_relu', 'weight_init': 'he', 'optimizer': 'sgd', 'momentum': 0.9088437415893769}"
68,35.3224,0.7977,"{'learning_rate': 0.09008792645154576, 'l2_lambda': 1.2262969533631536e-06, 'batch_size': 256, 'hidden_layers': [128, 64, 32], 'hidden_activation': 'elu', 'weight_init': 'he', 'optimizer': 'adam', 'momentum': 0.9642113602333514}"
69,19.0974,0.4173,"{'learning_rate': 0.030392493616043854, 'l2_lambda': 0.0046647502630426324, 'batch_size': 128, 'hidden_layers': [256, 256, 128, 64], 'hidden_activation': 'relu', 'weight_init': 'he', 'optimizer': 'sgd', 'momentum': 0.8541151890961459}"
70,21.7085,0.5305,"{'learning_rate': 0.03384724227745369, 'l2_lambda': 2.2878369709673713e-05, 'batch_size': 32, 'hidden_layers': [64], 'hidden_activation': 'elu', 'weight_init': 'he', 'optimizer': 'adam', 'momentum': 0.8653979612634077}"
71,21.1889,0.7667,"{'learning_rate': 0.00041785794399171465, 'l2_lambda': 4.044585991629781e-06, 'batch_size': 256, 'hidden_layers': [256, 64, 32], 'hidden_activation': 'tanh', 'weight_init': 'xavier', 'optimizer': 'adam', 'momentum': 0.8835284376630408}"
72,21.9998,0.5004,"{'learning_rate': 0.00043067869870378324, 'l2_lambda': 6.461109292995536e-07, 'batch_size': 256, 'hidden_layers': [128, 64], 'hidden_activation': 'relu', 'weight_init': 'he', 'optimizer': 'adam', 'momentum': 0.8616936857038993}"
73,21.1918,0.7970,"{'learning_rate': 0.0004243079750483088, 'l2_lambda': 1.1937347708494976e-05, 'batch_size': 64, 'hidden_layers': [128, 64], 'hidden_activation': 'tanh', 'weight_init': 'xavier', 'optimizer': 'sgd', 'momentum': 0.9637564838863834}"
74,35.7264,0.9034,"{'learning_rate': 0.076838794617523, 'l2_lambda': 5.5651571956759806e-05, 'batch_size': 16, 'hidden_layers': [512, 256, 64], 'hidden_activation': 'elu', 'weight_init': 'he', 'optimizer': 'adam', 'momentum': 0.8707499790069301}"
75,20.7539,0.8419,"{'learning_rate': 0.002818585756949372, 'l2_lambda': 1.1173685280906576e-06, 'batch_size': 64, 'hidden_layers': [128, 64, 32], 'hidden_activation': 'elu', 'weight_init': 'he', 'optimizer': 'sgd', 'momentum': 0.860317606166948}"
76,24.6639,0.5187,"{'learning_rate': 0.032645466871063934, 'l2_lambda': 0.000575124709054081, 'batch_size': 32, 'hidden_layers': [512, 256], 'hidden_activation': 'elu', 'weight_init': 'he', 'optimizer': 'adam', 'momentum': 0.8571400012351893}"
77,20.3449,1.0803,"{'learning_rate': 0.017280394509277736, 'l2_lambda': 7.652213811427077e-06, 'batch_size': 32, 'hidden_layers': [256, 128, 32], 'hidden_activation': 'relu', 'weight_init': 'he', 'optimizer': 'adam', 'momentum': 0.939937354158183}"
78,21.4930,0.7022,"{'learning_rate': 0.018885026302010516, 'l2_lambda': 1.2318871871330846e-06, 'batch_size': 32, 'hidden_layers': [256, 128, 64], 'hidden_activation': 'tanh', 'weight_init': 'xavier', 'optimizer': 'sgd', 'momentum': 0.9149666879552201}"
79,21.9180,0.6205,"{'learning_rate': 0.00011101566869167084, 'l2_lambda': 0.0004688642679076181, 'batch_size': 256, 'hidden_layers': [256, 256, 128, 64], 'hidden_activation': 'relu', 'weight_init': 'he', 'optimizer': 'sgd', 'momentum': 0.9688662542603812}"
80,21.5454,0.4937,"{'learning_rate': 0.00017813712383208083, 'l2_lambda': 5.759967968396071e-07, 'batch_size': 128, 'hidden_layers': [256, 128, 32], 'hidden_activation': 'relu', 'weight_init': 'he', 'optimizer': 'adam', 'momentum': 0.9334269450048684}"
81,21.3330,0.5012,"{'learning_rate': 0.0049031376446415946, 'l2_lambda': 3.2741199986907713e-07, 'batch_size': 64, 'hidden_layers': [128, 32], 'hidden_activation': 'relu', 'weight_init': 'he', 'optimizer': 'adam', 'momentum': 0.9310140237722432}"
82,23.2974,0.8589,"{'learning_rate': 0.010114647891721507, 'l2_lambda': 0.0001723604919308219, 'batch_size': 32, 'hidden_layers': [128], 'hidden_activation': 'leaky_relu', 'weight_init': 'he', 'optimizer': 'sgd', 'momentum': 0.9897163358568498}"
83,20.4614,0.7310,"{'learning_rate': 0.0008377482235952898, 'l2_lambda': 4.34969745690086e-06, 'batch_size': 128, 'hidden_layers': [256, 128, 64], 'hidden_activation': 'tanh', 'weight_init': 'xavier', 'optimizer': 'adam', 'momentum': 0.9550619009524539}"
84,21.2899,0.6592,"{'learning_rate': 0.012429789189234647, 'l2_lambda': 6.361243408924681e-05, 'batch_size': 128, 'hidden_layers': [64], 'hidden_activation': 'leaky_relu', 'weight_init': 'he', 'optimizer': 'adam', 'momentum': 0.8628892155046317}"
85,20.0627,0.8557,"{'learning_rate': 0.022765138788106702, 'l2_lambda': 1.3284725360967902e-06, 'batch_size': 32, 'hidden_layers': [256, 64], 'hidden_activation': 'leaky_relu', 'weight_init': 'he', 'optimizer': 'adam', 'momentum': 0.8650682282793059}"
86,20.8136,0.6275,"{'learning_rate': 0.001000589046169598, 'l2_lambda': 2.4253241805493804e-06, 'batch_size': 32, 'hidden_layers': [256, 64, 32], 'hidden_activation': 'relu', 'weight_init': 'he', 'optimizer': 'adam', 'momentum': 0.9711630852478591}"
87,22.7046,0.4890,"{'learning_rate': 0.0001435859715589688, 'l2_lambda': 0.002860681862130387, 'batch_size': 256, 'hidden_layers': [256, 64], 'hidden_activation': 'leaky_relu', 'weight_init': 'he', 'optimizer': 'sgd', 'momentum': 0.8538056573125303}"
88,25.9871,0.6081,"{'learning_rate': 0.01621423826525255, 'l2_lambda': 2.2406420404172467e-07, 'batch_size': 64, 'hidden_layers': [128, 32], 'hidden_activation': 'elu', 'weight_init': 'he', 'optimizer': 'sgd', 'momentum': 0.9863475875624288}"
89,21.6767,0.6873,"{'learning_rate': 0.00020137050567907333, 'l2_lambda': 9.175050220779341e-05, 'batch_size': 128, 'hidden_layers': [256, 128, 64, 32], 'hidden_activation': 'tanh', 'weight_init': 'xavier', 'optimizer': 'sgd', 'momentum': 0.9405174101733423}"
90,20.7397,0.8632,"{'learning_rate': 0.002640234572286172, 'l2_lambda': 0.0023174752082809674, 'batch_size': 128, 'hidden_layers': [512, 256, 128, 64], 'hidden_activation': 'relu', 'weight_init': 'he', 'optimizer': 'sgd', 'momentum': 0.9158267306335286}"
91,21.8211,0.7453,"{'learning_rate': 0.020640344965752996, 'l2_lambda': 1.9809467556335292e-07, 'batch_size': 256, 'hidden_layers': [128, 64], 'hidden_activation': 'elu', 'weight_init': 'he', 'optimizer': 'adam', 'momentum': 0.9487168890525823}"
92,20.5261,0.5530,"{'learning_rate': 0.011319284641207968, 'l2_lambda': 7.5763107639132065e-06, 'batch_size': 64, 'hidden_layers': [512, 256, 128], 'hidden_activation': 'relu', 'weight_init': 'he', 'optimizer': 'sgd', 'momentum': 0.9081632754596282}"
93,20.4523,0.3748,"{'learning_rate': 0.01396480453014338, 'l2_lambda': 2.851542251607003e-06, 'batch_size': 128, 'hidden_layers': [512, 128], 'hidden_activation': 'relu', 'weight_init': 'he', 'optimizer': 'adam', 'momentum': 0.9671722195906314}"
94,26.0167,0.3748,"{'learning_rate': 0.044944553965543206, 'l2_lambda': 9.256850328370361e-05, 'batch_size': 32, 'hidden_layers': [256, 128, 64], 'hidden_activation': 'relu', 'weight_init': 'he', 'optimizer': 'sgd', 'momentum': 0.9597705796153518}"
95,22.9145,0.5926,"{'learning_rate': 0.01667931686005316, 'l2_lambda': 2.5109554272332624e-05, 'batch_size': 64, 'hidden_layers': [256, 256, 128, 64], 'hidden_activation': 'relu', 'weight_init': 'he', 'optimizer': 'sgd', 'momentum': 0.9791150829958554}"
96,20.5816,0.5725,"{'learning_rate': 0.0008534937474992275, 'l2_lambda': 2.0026261659490883e-07, 'batch_size': 16, 'hidden_layers': [256, 128], 'hidden_activation': 'tanh', 'weight_init': 'xavier', 'optimizer': 'adam', 'momentum': 0.8890788042159234}"
97,21.4146,1.0648,"{'learning_rate': 0.016037385540853533, 'l2_lambda': 0.0002059271015384649, 'batch_size': 256, 'hidden_layers': [256, 256, 128, 64], 'hidden_activation': 'elu', 'weight_init': 'he', 'optimizer': 'adam', 'momentum': 0.9718371897115279}"
98,20.9228,0.4442,"{'learning_rate': 0.0018540357282766952, 'l2_lambda': 4.7289714092290386e-05, 'batch_size': 16, 'hidden_layers': [512, 256, 128], 'hidden_activation': 'tanh', 'weight_init': 'xavier', 'optimizer': 'adam', 'momentum': 0.9338670981443764}"
99,22.1779,0.5788,"{'learning_rate': 0.001853133945870608, 'l2_lambda': 4.1947411561733346e-05, 'batch_size': 64, 'hidden_layers': [128], 'hidden_activation': 'elu', 'weight_init': 'he', 'optimizer': 'adam', 'momentum': 0.918981886918587}"
100,21.6883,0.5581,"{'learning_rate': 0.0006789227278970848, 'l2_lambda': 6.005074932711729e-06, 'batch_size': 128, 'hidden_layers': [256, 128, 32], 'hidden_activation': 'leaky_relu', 'weight_init': 'he', 'optimizer': 'adam', 'momentum': 0.9112786090331612}"
